smile,logp
COC(=O)C(C)NP(=O)(OCC1OC(C=C1)n2cc(C)c(=O)[nH]c2=O)Oc3ccc(Br)cc3,1.60
CC(=C)C(=O)OC(C)(C)C,2.54
Nc1nc(I)c2ncn(C3CCC(CO)O3)c2n1,0.52
NC(Cc1ccc(O)c(O)c1)C(=O)OCc2cccc(c2)C(F)(F)F,2.29
OC(=O)CCCCON=C(c1cccc(c1)C(F)(F)F)c2cnccn2,3.26
NNC(=O)c1cccc(O)c1,-0.08
Cc1ccc2cccc(N(=O)=O)c2n1,1.99
O=N(=O)c1ccncc1,0.33
CC1CCC2C(C)C(=O)OC3OC4(C)CCC1C23OO4,2.90
CC(=O)Nc1c(I)c(C(=O)NC(CO)CO)c(I)c(C(=O)NC(CO)CO)c1I,-2.27
CN1CCN(CC1)c2c(F)cc3c(=O)c(cn(CCF)c3c2F)C(=O)O,-0.55
OCCCCCCNc1ncnc2n(cnc12)C3OC(CO)C(O)C3O,0.23
CN(C)CCC1CN(C)C(=S)c2cccnc2O1,1.08
Nc1ccccc1Cl,1.90
CCCCNC(=S)N(CCCC)CCCC,3.68
CC(C)Cc1nccnc1C,1.96
OC(=O)COc1cccc(OC(F)(F)F)c1,2.47
C1COCCOc2ccccc2OCCOCCO1,0.91
CCOc1nccnc1C,1.82
CCc1ssc(=S)c1c2ccccc2,3.52
CC(C)CCN1C2OC3(C)CCC4C(C)CCC(CC1=O)C24OO3,4.16
CN(C)C(=S)NN=C(C)c1cc(C)ccc1O,2.26
CCOP(=S)(OCC)SCSC(C)(C)C,4.47
Nc1nnnn1c2c(Cl)cccc2Cl,1.56
CCCC(=O)OC1(C(C)CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(=O)CC21C)C(=O)CCl,3.76
OC(=O)C=COc1ccccc1Cl,2.69
COc1ccc(OC)c(CC(C)N)c1,1.72
Cc1cccnc1,1.20
Nc1ccccc1NC(=O)Cc2ccccc2,1.45
Clc1ccc(NC(=O)Nc2ccccc2)cc1Cl,4.70
Cc1cncc(N)n1,0.35
CC(C)CC(NC(=O)C(CCCCN)NC(=O)C)C(=O)N,-0.26
CC(C)(C)CO,1.31
CCSC(=O)N(CC)C1CCCCC1,3.97
Sc1ncnc2nc[nH]c12,-0.18
COc1cccc(OC)c1C(=O)O,0.66
CC(=O)NC(CC1(CC2CC3CC(C2)C1)C3)C(=O)N,1.90
ClC(=Cn1ccnc1)c2ccc(Cl)cc2Cl,4.07
CC(C)N(C=Nc1ccn(C2OC(CO)C(O)C2O)c(=O)n1)C(C)C,0.01
COCC(O)Cn1cc(nn1)N(=O)=O,-0.36
OC(=O)C=Cc1ccc(o1)N(=O)=O,0.68
CCNc1nonc1N,0.51
COc1ccccc1N2CCN(CCNC(=O)c3cccs3)CC2,2.0
Cc1ncc(CO)c(C=NNC(=O)c2ccc(O)cc2)c1O,1.89
Nc1ccc(C(=O)Oc2ccc(Cl)cc2)c(O)c1,3.60
CC(C)c1ccccc1O,2.88
Cc1ccc(cc1N(=O)=O)N(=O)=O,1.98
CCOC(=O)OCn1cc(F)c(=O)[nH]c1=O,-0.04
CS(=O)(=O)Oc1ccccc1Cc2cnc(N)nc2N,0.71
CN(C)Cc1ccc(cc1)C(=O)OCn2ncc3c(=O)[nH]cnc23,1.05
C1OCc2ccccc12,1.76
CC(=O)c1ccncc1,0.47
Clc1cc(Cl)c2c(oc3cccc(Cl)c32)c1Cl,5.89
CCCC(=O)OCC1CCC(O1)n2cnc3c(=O)[nH]cnc23,0.11
O=Cc1ccc2ccc3cccc4ccc1c2c34,4.23
CCCCn1ccc(=O)c(O)c1C,0.70
CCCCOc1ccccc1NC(=O)OCCN2CCOCC2,3.13
COc1cc(cc(OC)c1OC)C2C3C(COC3=O)C(OC4OC5COC(OC5C(O)C4O)c6cccs6)c7cc8OCOc8cc27,1.24
OS(=O)(=O)c1ccc2ccccc2c1,0.63
COc1ccccc1C(=O)NCCCN,0.20
CS(=O)(=O)Oc1ccccc1,1.25
NC1=NCC(COc2cccc(Cl)c2)O1,2.09
CCCCCO,1.56
COC(=O)C(C)NP(=O)(OCC1OC(C=C1)n2cc(C)c(=O)[nH]c2=O)Oc3ccc(C)cc3,1.19
Clc1cccc2CCN(CC=C)CCc12,3.30
C[n+]1nc(Nc2ccccc2)sc1c3ccccc3,1.74
CC(C)CC(N)Cc1ccccc1,3.29
O=C(OC1CC(=O)N1)c2ccccc2,1.37
CCCCCOn1c(=O)[nH]c(C)c(Br)c1=O,1.69
CN(C)CC(F)(F)F,1.06
CCOc1ccc(NC(=O)OC)cc1OCC,2.09
CCCCOC(=O)C,1.78
CCn1nnc(Oc2ccc(NC(=O)N(C)C)cc2)n1,1.10
CC(=O)Nc1c(F)ccc(c1Br)C(F)(F)F,2.22
CCN(C)N=Nc1ccc(cc1)C(=O)N,1.69
CNc1ccccn1,1.07
CNC(=S)NN=C(C)CSCC(=NNC(=S)NC)C,1.38
OC1CCCCC1O,0.23
CC(C)OC(=O)C1(CCCCC1)S(=O)(=O)c2ccc(cc2)N(=O)=O,2.84
OC(=O)COc1cccc(c1)C(=O)O,1.11
Nc1cccc2cccnc12,1.79
C=C=C,1.45
Cc1ccc(cc1)c2sc(Nc3ccccc3)n[n+]2C,2.29
CC(C)(C)c1ccccc1OCC(=O)O,3.33
Cc1ccc(cc1)S(=O)(=O)c2ccc(N)cc2,2.40
COCC(F)Cn1ccnc1N(=O)=O,0.18
CCCCC(C)(C)c1ccc(C2CCCC(O)C2)c(O)c1,5.43
CC(C)CC1=Nc2cc(Cl)ccc2S(=O)(=O)N1,2.35
CCOC(=O)CON=Cc1ccc(OCC(=O)OCC)c(OC)c1,1.87
CCCc1ssc(=S)c1CC,3.76
CON(C)C(=O)Nc1ccc(OCCCCOc2ccccc2)cc1,3.57
CN(C)c1ccc(NC(=O)C)cc1,1.00
CCCC(C)(C)C(=O)Nc1ccc(Cl)cc1,3.83
Cc1ccc2[nH]c(N)nc2c1,1.11
CC(=O)OC1(CCC2C3CCC4=CC(=O)CCC4(C)C3C(O)CC21C)C(=O)CO,2.30
CCOC(=O)c1ccncc1,1.43
OC(=O)COc1ccc(O)cc1,0.65
CCC(C(C)C)C(=O)Oc1ccccc1,4.20
Oc1ccc2CCCCc2c1,2.90
Nc1ccc(C(=O)Oc2ccccc2)c(O)c1,3.15
COc1ccc(COC(=O)N(C)C)cc1,2.20
CSc1cnccn1,1.17
CN(C)CCCc1ccco1,2.08
NC(=O)Cc1cccs1,0.33
CN(C)N=Nc1nccs1,1.27
Ic1ccc(C=C(C#N)C#N)o1,2.42
CC(C)NC(=O)NN,-1.30
CCc1ccc(NC(=O)CN2CCCCC2)cc1,3.52
C(Cn1nnc2ccccc12)N3CCN(CC3)c4ccccc4,2.74
NC(=O)c1ccc(cc1)c2cnc(SCCc3c[nH]cn3)[nH]2,1.4
CC1CN(CCN1)c2cc3n(cc(C(=O)O)c(=O)c3cc2F)c4ccc(F)cc4F,-0.20
CCC1(CC)OCC(CO1)c2ccc(NC(=O)N(C)C)cc2C,2.76
CC(=O)Nc1cccc2cccnc12,1.91
ClC(Cl)Cl,1.97
Clc1ccccc1N2CCN(CCCOn3nnc4ccccc34)CC2,4.10
Clc1ccc(cc1)c2ccccc2,4.61
Clc1ccc2n(C3CCN(CCCn4c(=O)[nH]c5ccccc45)CC3)c(=O)[nH]c2c1,4.05
CC(C)OC(=O)CSc1ccc(cc1)N(=O)=O,2.79
Clc1cc(Cl)c(N=C2NCCN2)c(Cl)c1,1.98
OC(=O)c1ccccc1Nc2cccc(c2)N(=O)=O,4.57
COC(=O)c1occc1C,1.51
COc1ccc2c(C)cc(=O)n3c(C)cc1c23,2.84
CC(=O)c1c2ccccc2cc3ccccc13,3.60
CC(=O)c1ccccc1NC(=O)C(Cl)Cl,2.65
COc1ccsc1CN(C(=O)CCl)c2c(C)cccc2C,3.53
Oc1ccc(C=O)c2cccnc12,1.63
Cn1cnc(N(=O)=O)c1Cl,0.30
Oc1cccc(I)c1,2.93
CC(C)CC(NC(=O)C(Cc1ccccc1)NC(=O)C(CC(=O)O)NC(=O)C)C(=O)N,0.40
CNC(=O)C=Cc1ccc(o1)N(=O)=O,0.98
Nc1ccc(OC(=O)c2ccc(N)cc2O)cc1,2.04
NS(=O)(=O)c1cc2c(NCNS2(=O)=O)cc1Br,0.08
OC(=O)CCCn1nc2ccccc2n1,1.60
O=N(=O)c1nccn1CCOc2ccccc2,1.89
CCN(CC)CC(=O)NC1COc2ccc(Cl)cc12,2.88
OC(=O)Cc1cccc(I)c1,2.62
CCOCCCl,0.98
Fc1ccc(Br)cc1,3.08
CNC(=CN(=O)=O)NCCSCc1nccs1,-0.15
CCOC(=O)C(=O)c1cccs1,1.77
CCCC(C)(COC(=O)N)COC(=O)N,0.70
OC1(CCCCC1)C#C,1.73
COc1ccc(Br)cc1,3.05
CC(=O)OCC(=O)C1CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C,3.08
CNC(=O)N,-1.40
C1CCCCCCC1,4.45
CCCCCCc1nnc(N)o1,1.43
Cc1ccc(cc1)C(=CCN2CCCC2)c3ccccn3,3.92
CC(=O)C(=Cc1ccccc1)C(=O)C,1.59
CCOC(=O)Cn1cnc(N(=O)=O)c1I,0.57
Clc1cc(Cl)c(cc1Cl)c2ccccc2,5.90
CCC1OC(=O)C(C)C(OC2CC(C)(OC)C(O)C(C)O2)C(C)C(OC3OC(C)CC(C3O)N(C)C)C(C)(O)CC(C)C(N)C(C)C(O)C1(C)O,3.00
CC(C)N(CCC(C(=O)N)c1ccccc1Cl)C(C)C,2.83
C(Cc1ccccc1)N2CCN(CCn3nc4ccccc4n3)CC2,3.42
CCOP(=S)(OCC)Oc1ccc(cc1)S(=O)C,2.23
CN(C)C=Nc1ccn(C2OC(CO)C(O)C2O)c(=O)n1,-1.68
CCOC(=O)C=COc1ccccc1Cl,3.55
OC(=O)Cc1ccc(OCCc2ccccc2)c(Cl)c1,3.53
CC(=O)Nc1c(C)cc(C)cc1N(=O)=O,1.18
CC1=C(N2CC2)C(=O)C(=C(N3CC3)C1=O)CCOC(=O)N,0.16
CCOc1cc(Cc2cnc(N)nc2N)cc(OC)c1C(=C)C,2.65
Cc1cccc(Oc2ccc(cc2)N(=O)=O)c1,4.40
CN(C)C(=O)Nc1cccc(Cl)c1,2.00
Cc1ccc2ccc3ccccc3c2c1,5.10
O=NN(c1ccccc1)c2ccccc2,3.13
Cc1c(cccc1N(=O)=O)C(=O)O,2.16
COC(=O)C(=NNc1cccc(c1)C(F)(F)F)C#N,3.78
CNC(=O)COC(=O)c1ccccc1,0.99
CN(C=O)c1c(N)n(C)c(=O)n(C)c1=O,-1.32
CCCCCCO,2.03
CCCc1cc(=O)ss1,2.24
Cc1nccnn1,-0.55
CCCCCCOC(=O)C,2.96
Cc1ccc(cc1)c2cssc2=S,3.73
CNC1C2CCC1c3ccccc23,2.37
CC(=O)Oc1ccc(cc1)C(=O)O,1.48
CNc1cc(Cc2cnc(N)nc2N)cc(N(C)C(=O)C)c1C,0.53
CCc1ccc(cc1)N(=O)=O,3.03
COC(=O)c1cc(Oc2ccc(cc2Cl)C(F)(F)F)ccc1Cl,5.04
Nc1nnnn1c2ccc(Br)cc2,1.63
CN1C(=O)CN=C(c2ccccc2F)c3cc(F)ccc13,2.41
CCCCCOCCCNc1ncnc2n(cnc12)C3OC(CO)C(O)C3O,1.82
CC(=O)NN,-1.58
COc1ccccc1NCCO,1.15
CCCC(=O)N1CCCC1=O,1.18
FC(F)(F)c1cccc(NC(=O)Cc2ccccc2)c1,3.84
CCCCCn1cnc2c(N)ncnc12,1.79
Fc1ncccn1,0.02
Brc1c2ccccc2cc3ccccc13,5.37
CCCCSC(C)(C)C(=O)N,1.81
CN(C)C(=O)Nc1cc(C)c(Br)c(C)c1,2.92
CN1CCN(CC1)C(=O)c2ccccc2,0.35
COC(=O)C1C(C=C(C)C(=O)OC)C1(C)C,2.67
Cn1c(cnc1N(=O)=O)C(O)CO,-0.89
c1c[nH]cn1,-0.08
CCOP(=O)(OCC)C(C)(C)N(=O)=Cc1cccnc1,0.41
CC(C)CCCNc1ncnc2[nH]cnc12,3.06
COC(=O)Cc1ccccc1,1.83
CCCC(=NOCC)C1=C(O)CC2(CCCC=C2)OC1=O,3.20
S=C=Nc1ccc2ccccc2c1,4.34
O=S1(=O)NC=Nc2ccccc21,0.16
CC(=CCCC(C)(CC(=C)C)OC(=O)C)C,4.36
Oc1ccc(cc1)C(=O)NN=Cc2c(O)ccc3ccccc23,3.95
COc1ccccc1C(=O)N(NC(=O)c2ccccc2)C(C)(C)C,2.04
CC(=O)Oc1ccccc1C#N,1.33
O=c1ccoc2ccccc12,1.38
CCCOc1cncc(Cl)n1,2.71
CS(=O)(=O)c1cccc(OCC(=O)O)c1,0.01
C(CCc1ccccc1)CNc2ncnc3[nH]cnc23,3.29
COCCNC(=O)Cn1ccnc1N(=O)=O,-0.77
O=C1CC(=O)C(O1)c2ccccc2,1.47
CC(=O)OCC(=O)C1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3C(=O)CC21C,2.10
CCCC(=O)NC(CO)C(O)c1ccc(cc1)N(=O)=O,0.87
CC1N(CCO)Cn2c1nc3ccccc3c2=O,0.47
Cc1ccc(Cl)c(C)c1,3.83
CON=CNc1cc(F)c(OCC#C)c(OCC#C)c1,1.8
CCCCCC(=O)NN,0.47
COC(=O)c1ccccc1Cl,2.38
Nc1ccc2ncccc2c1,1.28
Cc1ccc(C)c(c1)C(=O)N(NC(=O)c2ccccc2)C(C)(C)C,3.25
OCc1ccccc1C(c2ccc(O)cc2)c3ccc(O)cc3,3.27
COP(=S)(OC)Oc1ccc(N(=O)=O)c(c1)C(C)C,4.05
CCCOn1c(=O)c(Br)c(C)n(C)c1=O,0.72
O=C(OCCc1ccccc1)c2ccccc2,4.01
CCC(C)(C)C(=O)OC1CC(C)C=C2C=CC(C)C(CCC(O)CC(O)CC(=O)O)C12,4.47
COc1cnc(c2ccccc2)c(n1)c3ccccc3,4.21
CCCOP(=S)(OCC)Oc1ccc(Cl)cc1Cl,4.92
OC(=O)c1cc(O)cc(O)c1,0.86
CNc1c(Cl)cccc1Cl,2.91
COC(=O)c1cnc(Cl)cn1,0.47
CCC1C(=O)NC(=O)N(C)C1=O,0.15
Cc1cc(C)[nH]n1,1.01
OCC1OC(O)C(CC1O)NC(=O)Nc2ccccc2,-0.61
OCCCCc1ccncc1,0.90
COc1cc(O)cc(OC)c1,1.64
CCC(C)C(NC(=O)C)C(=O)NC(C(C)C)C(=O)N,0.16
Cn1cnc(N(=O)=O)c1N(=O)=O,0.41
CCCOCCC,2.03
CCCCCCN(SN(C)C(=O)ON=C(C)SC)C(=O)c1ccccc1,4.20
CCOc1ccc(OCC(OC(=S)n2ccnc2)C(C)(C)C)cc1,4.58
Fc1ccc(cc1)N2C(=O)C(=C(Cl)C2=O)Cl,2.30
CN(C)P(=O)(N(C)C)N1CCCC1,0.82
Cc1ncc2CN=C(c3ccccc3F)c4cc(Cl)ccc4-n12,3.27
CCCCCCOc1ccccc1NC(=O)OCCN2CCCCC2,5.73
CNc1nc(NC(C)C)nc(SC)n1,2.38
O=C1NC(=O)C(N1S(=O)(=O)c2ccc(cc2)N(=O)=O)(c3ccccc3)c4ccccc4,4.04
CC(C)NCC(O)COc1ccccc1CC=C,2.89
CCNC1CC2CC1c3ccccc23,2.62
FC(F)(F)Oc1ccc(NC(=O)NC(=O)c2ccccc2Cl)cc1,4.91
Cc1[nH]c(=O)n(OCC#C)c(=O)c1Br,-0.10
FC(F)(F)S(=O)(=O)Nc1ccc(cc1)c2ccccc2,4.97
CNC(=O)ON=C(C)C(C)(C)N(=O)=O,0.66
CNC(=O)COc1ccccc1,1.02
COC(=O)C(C)NP(=O)(OCC1OC(C=C1)n2cc(C)c(=O)[nH]c2=O)Oc3ccc(C#N)cc3,0.91
Clc1cccc(c1)c2cc(Cl)ccc2Cl,5.76
CC(=O)NC(Cc1c[nH]cn1)C(=O)N,-1.70
CC(=C(C#N)C#N)c1ccccc1,2.10
COc1cccc2ccccc12,3.63
CN(=O)=O,-0.35
OC(=O)c1cc(=O)c2cc3CCCCc3cc2o1,3.40
CCCN(=O)=O,0.87
Oc1ccc(cc1)S(=O)(=O)N2C(=O)NC(=O)C2(c3ccccc3)c4ccccc4,3.58
CC(C)N(N=O)C(C)C,1.38
CCc1ccccc1NC(=O)C,1.33
CC(=O)NC(CCCCN(Cc1ccccc1)C(=O)N(CC=C)N=O)C(=O)NCc2ccccc2,2.70
NC(=O)OCCCc1ccccc1,1.96
COP(=O)(OC)Oc1c(Cl)cc(C)cc1Cl,2.66
CCCC=O,0.88
CC(=O)Nc1ccncc1,0.50
C=O,0.35
OC(=O)CCCCC(S)CCS,2.41
Clc1ccccc1,2.89
CCC(=O)N(C)c1ccc(cc1)S(=O)(=O)N(C)C,0.71
CNS(=O)(=O)c1nnc(NC(=O)C)s1,0.49
NC1CC1,0.07
CCOC(=O)c1nc[nH]c1N=NN(C)C,0.44
Cn1c(N)nc2ncc(cc12)c3ccccc3,2.23
NCCCC(N)C(=O)O,-4.41
Nc1ccnnc1,-0.53
CC(=O)OCN1C(=O)c2ccccc2C1=O,1.15
COC(=O)Nc1ccccc1,1.76
Cc1cc(N)ccc1Br,2.53
CNP(=O)(OC)SC,-0.07
CN(C)C(=O)Nc1ccc(Oc2nnnn2C(C)(C)C)c(Cl)c1,2.25
CCc1ccc(OC(=O)N(C)C)cc1,2.55
CC(C)c1ccccc1NC(=O)C,1.71
Cc1nonc1C(=O)N,0.30
CCc1cnc(NS(=O)(=O)c2ccc(N)cc2)nc1,0.90
NCCc1c[nH]c2ccc(O)cc12,0.21
CCC(C(CO)Cc1cncn1C)C(=O)OCc2ccccc2,1.97
O=N(=O)c1ccn(=O)c2ccccc12,1.09
Clc1ccn(=O)c2ccccc12,1.08
CNC(=S)N(C)C,0.10
CCCN(CCC)C=Nc1ccn(C2CC(F)C(CO)O2)c(=O)n1,1.35
CC1COc2ccccc2N1C(=O)C(Cl)Cl,2.6
Nc1ccccc1N,0.15
OCCNCc1ccccc1,0.79
CC(=O)C,-0.24
CCN(N=O)C(C)C,0.90
NC(=O)c1ccccc1,0.64
Nc1nonc1N,-0.49
CC(=O)Nc1cc(OCC(=O)O)ccc1Cl,0.75
BrN=C1C=CC(=O)C=C1,1.12
COC(=O)Nc1cccc(I)c1,3.19
CC(C)OC(=O)CS(=O)(=O)c1ccc(Cl)cc1,2.04
CCOC(=O)CCN(SN(C)C(=O)Oc1cccc2CC(C)(C)Oc21)C(C)C,4.30
c1cc2cccnc2[nH]1,1.82
OC(=O)Cc1cccc(C#N)c1,1.18
ClCC#CCCl,2.01
Cn1ccnc1N(=O)=O,-0.17
Clc1nc(NCC=C)nc(NCC=C)n1,2.75
FC(F)C(F)(F)OCC(Cn1cncn1)c2ccc(Cl)cc2Cl,3.56
Oc1c(cccc1N(=O)=O)N(=O)=O,1.37
CC(C)N(CC=C)C(=O)C,1.14
Cn1c(=O)[nH]c2[nH]c(=O)n(C)c(=O)c12,-0.22
OCCN1CCN(CCn2nnc3ccccc23)CC1,-0.05
Cc1ncc(N(=O)=O)n1CCCS(=O)(=O)C,-1.00
CC(=NNc1ccc(cc1N(=O)=O)N(=O)=O)C,3.05
C1C2CC3CC1CC(C2)(C3)n4cccn4,3.05
NC(Cc1ccc(O)c(O)c1)C(=O)OCC2CCCCO2,0.47
C(Cc1ncc[nH]1)C2COc3ccccc3O2,1.99
CCC(C)C(NC(=O)C(Cc1c[nH]c2ccccc12)NC(=O)C)C(=O)NCC(=O)N,0.62
CN(C)C1=NC(=O)C(=Cc2ccc(o2)N(=O)=O)S1,1.14
NS(=O)(=O)c1ccc(O)cc1,0.06
C=NNc1ccc(cc1N(=O)=O)N(=O)=O,2.33
COc1ccc(OCC(OC(=O)n2ccnc2)C(C)(C)C)cc1,3.47
Cc1ccnnc1,-0.32
CCCc1ccccc1O,2.93
NC(=O)C(=Cc1cccc(F)c1)C(=O)N,0.10
CCCN(CCCC(NC(=O)C)C(=O)NCc1ccccc1)C(=O)NCC=C,1.21
COc1ccc(cc1)c2ncc(OC)nc2c3ccc(OC)cc3,4.47
CC(=O)OCc1ccc(cc1)N(=O)=O,1.73
CC1(C)SC2C(NC(=O)Cc3ccc(Cl)cc3Cl)C(=O)N2C1C(=O)O,3.30
COc1ccccc1N2CCN(CC3CN=C(N)O3)CC2,0.76
Nc1cc(ccc1S(=O)(=O)CCCO)S(=O)(=O)N,-0.47
COc1ccc(CC(=O)O)cc1,1.42
CC(Cc1ccccc1)OC(=O)N(C)C,2.60
CCCNC(=O)NO,-0.22
CCCCNc1ccccc1C(=O)N,2.33
CCOc1ccccc1NC(=O)OC2C(CN(CC)CC)C3CCC2(C)C3(C)C,5.80
NC(=O)Cn1nc2ccccc2n1,0.28
Cn1cnc(N(=O)=O)c1I,1.00
Cc1nc(Br)c(N(=O)=O)n1C,0.87
NS(=O)(=O)c1cc2c(N=C(NS2(=O)=O)c3ccccc3)cc1Cl,1.10
CCCCOc1ccc(cc1)N(=O)=O,3.50
OC(=O)Cc1ccc(F)cc1,1.55
Brc1cccc(c1)C2=NCC(=O)Nc3ccc(Br)cc23,3.88
NC(=O)c1ncccc1O,0.65
COc1ccccc1N2CCN(CCNC(=S)C3CCCCC3)CC2,3.7
CNC(=O)Oc1cc(C)c(C)cc1C,2.52
CN1CCN(C)C1=Nc2ncc(s2)N(=O)=O,0.92
CC(=O)c1ccc2ncccc2c1,1.58
CNCCN(C)S(=O)(=O)c1ccc(CONC(=O)N)c(c1)N(=O)=O,0.45
CCOC(=O)CON=Cc1ccc(OCCOC(=O)c2cc(OC)c(OC)c(OC)c2)c(OC)c1,3.26
CC(CO)CNc1ncnc2[nH]cnc12,0.61
OC(CNCCOc1ccc(OCC(=O)N2CCCCC2)cc1)COc3ccccc3,2.60
COc1ccc2[nH]ccc2c1,2.08
Nc1nc2ccccc2o1,1.53
C(c1ccccc1)n2ccnc2,1.60
COc1cc(OC)c(OC)cc1CC(C)N,1.74
Cc1cccc(c1)c2cc3ccccn3c2,4.87
O=c1sscc1c2ccccc2,2.64
COc1ccc2cnccc2c1,2.22
N#CC(=C(c1ccccc1)c2ccccc2)C#N,3.55
Oc1cccc2C(=O)c3ccccc3C(=O)c12,3.53
COc1ccc(Cc2cccc(c2)c3c(O)c4ccc(Cl)cc4[nH]c3=O)cc1,4.80
CN1CCCCC1C(=O)Nc2c(C)cccc2C,1.95
CCOC(=O)C(=C(C)O)Cc1ccccc1,2.52
OC1(Cn2cncn2)CCCC1Cc3ccc(Cl)cc3,3.11
CON(C)C(=O)Nc1ccc(cc1)C(=O)c2ccccc2,2.86
CCNN=Nc1ccc(cc1)C(=O)N,1.19
Cc1cncc(C#N)n1,0.44
Clc1ccc2oc(cc(=O)c2c1)c3ccccc3,3.92
Nc1ccc(cc1)S(=O)(=O)c2ccc(Cl)cc2Cl,3.12
CCSC(=O)N(CC(C)C)CC(C)C,4.15
Nc1nnnn1c2cccc3ccccc23,1.72
CC1CCC(O)CC1,1.79
Fc1cccc(Cn2cc[nH]c2=S)c1,1.77
CSc1ccccc1C2=NCC(=O)Nc3ccc(Cl)cc23,2.99
CN(C)P(=O)(N(C)C)N(C)C,0.28
Oc1c(Cl)cccc1Cl,2.75
CCN(CC)c1ccc(Nn2c(C)ccc2C)nn1,2.73
CS(=O)(=O)c1ccn(=O)c2ccccc12,0.12
COc1cc(N(=O)=O)c(OC)cc1CC(C)N,1.74
Cc1ncc(N(=O)=O)n1CCNC(=O)OC2CCCCC2,2.01
CCC(C)C(NC(=O)C)C(=O)NC,0.14
COc1cc(C)nn1c2ccncn2,0.50
OC1CCN(CCCc2ccccc2CSc3ccccc3)CC1,3.85
O=C(Nc1ccc2nn(nc2c1)C3CCCC3)c4ccccc4,3.85
Cc1ccc(C)n1Nc2ccc(nn2)N3CCCC3,2.45
OC(Cn1ccnc1)c2ccc(CCc3ccccc3)cc2,3.40
CC(C)CC(NC(=O)C)C(=O)NC(CCCCN)C(=O)NC(Cc1ccccc1)C(=O)N,1.14
COC(=O)C1(CCC1)S(=O)(=O)c2ccccc2,1.63
COC1=CC(=O)c2c(C1=O)c(COC(=O)N)c3C(CCn32)OC(=O)C,0.72
CC1=NOC(=O)C1=NNc2ccccc2Cl,2.60
O=c1[nH]cc(C#N)c(=O)[nH]1,-0.93
CCCOCC(=Nc1ccc(Cl)cc1C(F)(F)F)n2ccnc2,4.5
Cc1n[nH]c(C(=O)N)c1N(=O)=O,-0.38
COc1cc2CCC(NC(=O)C)c3cc(=S)c(SC)ccc3-c2c(OC)c1OC,1.75
Cc1ccc(Cl)cc1,3.33
CC(=O)NNC(=O)Nc1ccc(I)cc1,1.75
CCC(CC)C(=O)Nc1cc(C)ccc1S(=O)(=O)N,2.13
S=C1CCCCCCN1,1.00
OCC(O)C(CO)OCn1ccnc1N(=O)=O,-1.47
CCC(C)NC(=O)C(=Cc1ccccc1)Cl,2.40
Cc1ccc(C=NO)cc1,2.40
Clc1cc(Cl)c(Cl)c(c1Cl)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl,8.16
CC(C)(C)N(NC(=O)c1cccc(Cl)c1)C(=O)c2ccccc2Cl,3.49
CCCCCCNC(=O)CNC(=O)C=N#N,1.51
CCCN(CCC)CCc1cccc2NC(=O)Cc21,2.84
COc1cccc(Nc2ccccc2C(=O)O)c1,4.56
Cc1cnnc2ccc(Cl)cc12,1.96
O=C(OCCCc1cnc[nH]1)c2ccccc2,2.64
CC(=O)CCCc1ccccc1,2.42
CC(=O)Nc1ccc(cc1)N(=O)=O,1.66
OCCN1CCC(=CC1)c2ccccc2,2.00
CCCCC1=Nc2ccc(Cl)cc2S(=O)(=O)N1,2.52
S=c1ccss1,1.58
OCC1OC(CC1O)n2ccc(NC(=O)c3ccccc3)nc2=O,0.67
CC(C)I,2.89
CC(O)CO,-0.92
O=N(=O)c1ccc(C=Cc2ncccn2)o1,1.34
CN(C)C(=O)OCc1cccc(Cl)c1,2.82
Cc1cccc(C=C(C(=O)N)C(=O)N)c1,0.40
COP(=S)(OC)Oc1cc(Cl)c(I)cc1Cl,5.51
Oc1ccc(cc1)C2CCCCC2,4.22
NN(CCC#N)c1nc2cc(Cl)ccc2o1,1.72
O=C(CCNNC(=O)c1ccncc1)NCc2ccccc2,0.87
COc1ccc(NC(=O)N(C)C)cc1Cl,1.64
COC(=O)C=CC(=O)OC,0.22
CC(C)(C)OC(=O)NC(Cc1ccccc1)C(=O)NC(Cc2ccc(O)cc2)C(=O)O,2.79
NS(=O)(=O)c1ccc(CCCO)cc1,0.17
CC(=O)NC(Cc1c[nH]c2ccccc12)C(=O)N,0.42
COc1ccc(cc1O)C2CC(=O)c3c(O)cc(OC4OC(COC5OC(C)C(O)C(O)C5O)C(O)C(O)C4O)cc3O2,-0.36
Nc1ccc2ccccc2c1S(=O)(=O)O,-1.16
COc1ccc(CCOC(=O)C(N)Cc2ccc(O)c(O)c2)cc1,1.69
CCc1ccc(C=N(=O)C(C)(C)C)cc1,2.19
NCC(=O)O,-3.21
Cc1cc(cs1)n2nc3c(c[nH]c4ccccc34)c2=O,1.58
Cc1cccc(C=N(=O)C(C)(C)C)c1,1.6
COc1ccccc1C=CC(=O)C,2.42
CCC(C(COC(=O)c1ccccc1)Cc2cncn2C)C(=O)OCc3ccc(C)cc3,4.85
Cn1c(COC(=O)N)ncc1N(=O)=O,-0.37
Cn1c(cnc1c2ccc(N)cc2)N(=O)=O,1.06
O=S1(=O)NC(=Nc2ccccc21)Cc3ccccc3,1.89
Nc1ccccc1C(F)(F)F,2.41
